0_10,10_20,20_30,30_40,40_50,50_60,60_70,70_80,80_90,90_100
8.224,8.056,8.072,8.368,8.244,8.632,7.96,7.94,7.924,7.9
8.104,7.96,7.996,8.284,8.172,8.596,8.016,8.044,7.984,8.056
8.108,8.028,8.012,8.284,8.092,8.568,7.912,8.004,8.04,8.392
8.168,8.076,8.1,8.404,8.188,8.636,7.896,7.884,7.98,8.312
8.08,8.064,8.104,8.472,8.272,8.836,7.912,7.956,7.948,8.04
7.984,7.96,8.008,8.408,8.24,8.864,7.996,8.072,7.932,8.1
8.012,7.98,7.992,8.388,8.136,8.792,7.936,8.008,8.004,8.468
8.112,8.092,8.076,8.556,8.236,8.864,7.864,7.916,8.004,8.588
8.056,8.06,8.088,8.66,8.356,9.008,7.916,7.916,7.96,8.288
7.936,7.984,8.012,8.616,8.34,9.072,8.016,8.044,7.956,8.068
8,7.964,8.004,8.608,8.272,8.964,7.96,8.024,8.068,8.1
8.092,8.096,8.068,8.728,8.316,8.956,7.88,7.912,8.028,8.18
8.048,8.064,8.088,8.884,8.456,9.064,7.88,7.932,7.956,8.088
7.968,7.996,8.04,8.856,8.456,9.092,7.988,8.04,7.916,8.116
7.948,7.972,8.004,8.788,8.368,8.932,7.952,8.084,8.04,8.268
8.068,8.064,8.016,8.908,8.428,8.792,7.844,7.94,8.02,8.36
8.036,8.092,8.088,9.076,8.568,8.776,7.856,7.916,7.984,8.148
7.924,8.012,8.032,9.056,8.588,8.744,7.952,8.008,7.912,8.092
7.968,7.952,7.944,8.988,8.556,8.532,7.976,8.068,8.02,8.24
8.064,8.028,7.996,9.036,8.568,8.364,7.896,7.976,8.068,8.704
8.064,8.06,8.092,9.192,8.7,8.316,7.892,7.92,7.976,9.036
8.008,8.012,8.02,9.176,8.776,8.344,7.948,7.996,7.884,8.988
7.948,7.944,7.96,9.016,8.744,8.18,7.984,8.064,8.012,8.708
8.04,8.008,7.976,8.96,8.768,8.032,7.884,8.012,8.04,8.536
8.1,8.104,8.048,9.04,8.872,8.032,7.868,7.936,7.976,8.316
8,8.012,8.036,8.928,8.98,8.136,7.936,7.96,7.916,8.2
7.968,7.924,7.92,8.7,8.96,8.02,8.016,8.08,7.98,8.188
8.012,7.968,7.96,8.564,8.92,7.86,7.924,8,8.048,8.172
8.104,8.088,8.056,8.556,9.044,7.884,7.904,7.916,7.996,8.104
8.032,8.024,8.016,8.492,9.152,8.028,7.968,7.952,7.948,8.028
7.932,7.936,7.948,8.304,9.1,7.976,8.056,8.084,7.964,8.14
7.988,7.972,7.968,8.168,9,7.836,8.028,8.008,8.024,8.392
8.104,8.076,8.032,8.212,9.044,7.84,7.992,7.9,7.972,8.428
8.068,8.044,8.044,8.244,9.092,7.972,8.052,7.924,7.924,8.292
7.968,7.964,7.952,8.08,8.948,7.972,8.188,8.028,7.94,8.352
8,7.996,7.948,7.992,8.776,7.812,8.144,8.036,8.02,8.556
8.096,8.116,7.988,8.028,8.68,7.8,8.092,7.912,7.996,8.596
8.06,8.108,8.052,8.092,8.7,7.944,8.06,7.932,7.932,8.62
7.976,8.044,7.976,8.016,8.584,7.98,8.152,8.032,7.904,8.82
7.976,8.044,7.928,7.884,8.376,7.86,8.108,8.036,8.02,9.264
8.084,8.188,7.968,7.936,8.336,7.796,7.992,7.936,8.004,9.264
8.088,8.236,8.052,8.056,8.336,7.904,8.004,7.896,7.916,8.804
7.996,8.164,7.964,7.996,8.308,7.964,8.076,7.996,7.916,8.416
7.988,8.116,7.94,7.864,8.14,7.836,8.068,8.028,8.044,8.504
8.06,8.172,7.948,7.864,8.104,7.772,7.908,7.944,8.072,8.776
8.104,8.236,8.06,8.028,8.148,7.824,7.88,7.9,8.028,8.688
7.996,8.132,8.024,8.024,8.188,7.992,7.928,7.976,7.992,8.684
7.952,8.052,7.948,7.86,8.1,7.912,7.952,8.048,8.096,8.804
8.052,8.104,7.976,7.832,8.02,7.788,7.82,7.968,8.128,9.064
8.104,8.184,8.132,8.008,8.092,7.84,7.824,7.864,8.12,8.996
8.02,8.1,8.096,8.028,8.152,7.968,7.856,7.92,8.084,9
7.96,7.964,8.028,7.904,8.06,7.916,7.956,8.024,8.164,9.144
8.032,7.98,8.104,7.868,7.992,7.8,7.836,7.964,8.204,9.392
8.104,8.048,8.208,7.976,8.028,7.816,7.828,7.888,8.148,9.344
8.004,7.972,8.224,8.056,8.14,7.952,7.844,7.936,8.08,9.28
7.956,7.888,8.136,7.932,8.072,7.936,7.956,8.048,8.04,9.696
7.984,7.896,8.132,7.868,7.98,7.816,7.872,8.008,8.136,10.108
8.088,8.024,8.14,7.996,8,7.82,7.824,7.872,8.096,9.888
8.028,7.988,8.188,8.048,8.104,7.964,7.828,7.904,8.064,9.24
7.972,7.864,8.064,7.956,8.104,7.936,7.824,8.004,7.98,9.188
7.96,7.896,8.068,7.888,8,7.816,7.844,8,8.08,9.612
8.072,8.008,8.124,7.932,8.048,7.8,8.052,7.876,8.016,9.476
8.036,7.988,8.12,8.016,8.152,7.912,8.588,7.88,7.9,8.716
7.976,7.916,8.02,7.992,8.116,7.98,9.3,7.988,7.868,8.088
7.992,7.908,7.944,7.852,8.02,7.856,9.96,8.024,7.968,8.02
8.048,8,7.956,7.912,8.008,7.808,10.58,7.888,7.964,8.192
8.072,7.944,8.012,8.04,8.088,7.88,11.092,7.872,7.932,8.116
7.976,7.84,7.96,7.988,8.116,7.96,10.928,7.96,7.86,8.1
7.968,8.04,7.896,7.868,8.028,7.868,9.676,8.028,7.932,8.208
8.012,8.512,7.908,7.892,8.024,7.772,8.44,7.912,7.96,8.324
8.02,9.1,8.02,8.032,8.084,7.84,7.792,7.876,7.92,8.152
8.004,9.696,7.944,7.992,8.108,7.948,7.7,7.948,7.86,8.088
7.916,10.396,7.84,7.864,8.036,7.88,7.772,8.04,7.972,8.112
8.02,11.032,7.888,7.88,7.996,7.788,7.728,7.94,7.984,8.268
8.084,11.236,7.996,8.008,8.068,7.78,7.784,7.856,7.896,8.16
7.98,10.176,7.992,8.012,8.128,7.96,7.956,7.932,7.756,8.1
7.936,8.804,7.904,7.892,8.08,7.888,8.028,8.052,7.852,8.136
8.028,8.064,7.924,7.872,8.028,7.752,7.904,7.948,8.236,8.42
8.108,7.86,7.92,7.968,8.064,7.78,7.9,7.872,8.716,8.5
8.056,7.86,7.864,8.02,8.144,7.936,7.96,7.912,9.264,8.464
8.032,7.812,7.932,7.924,8.108,7.928,8.032,8.048,10.02,8.104
8.088,7.888,8.368,7.864,7.992,7.764,7.996,7.976,10.908,7.96
8.208,8.088,8.992,7.944,8.048,7.764,7.912,7.86,11.42,7.92
8.184,8.088,9.604,8.032,8.136,7.9,7.956,7.888,11.316,7.952
8.112,7.98,10.276,7.932,8.132,7.916,8.076,8.012,9.988,7.972
8.164,8,10.928,7.832,8.016,7.804,8.024,8.008,8.7,8.064
8.284,8.112,11.356,7.908,8.032,7.768,7.928,7.888,8,8.032
8.232,8.08,10.684,8.024,8.1,7.872,7.944,7.864,7.82,7.884
8.148,7.964,9.244,7.944,8.104,7.92,8.076,7.992,7.836,7.832
8.128,7.972,8.208,7.824,8.02,7.828,8.076,8.044,7.992,7.972
8.196,8.072,7.808,7.896,8.012,7.752,7.96,7.924,8.02,8.14
8.184,8.096,7.864,8.032,8.084,7.844,8.012,7.924,8.028,8.092
8.088,8.032,7.88,7.976,8.092,7.92,8.108,8.024,7.988,8.148
8.052,7.976,7.868,7.836,8.036,7.816,8.124,8.124,8.08,8.156
8.116,8.084,7.988,7.864,8.02,7.716,8,8.024,8.068,8.208
8.108,8.14,8.092,7.996,8.068,7.792,8.048,8.024,8.028,8.268
7.992,8.064,8.076,7.984,8.108,7.924,8.14,8.116,7.988,8.528
7.916,8.036,8.004,7.856,8.036,7.844,8.168,8.248,8.06,8.836
7.992,8.084,8.032,7.844,7.988,7.732,8.072,8.14,8.116,8.74
8.032,8.184,8.124,7.968,8.032,7.772,8.06,8.028,8.036,7.984
7.96,8.104,8.072,7.972,8.128,7.92,8.144,8.076,8.008,7.52
7.908,8.04,7.968,7.84,8.048,7.856,8.228,8.18,8.044,7.54
7.936,8.096,8.036,7.848,7.988,7.732,8.152,8.08,8.116,7.764
8.036,8.22,8.116,7.964,8.052,7.764,8.148,7.952,8.08,7.728
7.984,8.156,8.112,8.036,8.112,7.916,8.192,8.024,8.048,7.736
7.896,8.1,8.024,7.948,8.08,7.892,8.292,8.128,8.032,7.84
7.932,8.152,8.044,7.904,8,7.752,8.232,8.032,8.164,8.056
8.036,8.248,8.112,8.008,8.076,7.744,8.216,7.86,8.136,8.044
7.988,8.248,8.116,8.12,8.184,7.876,8.276,7.872,8.092,7.964
7.888,8.14,8.076,8.08,8.192,7.884,8.42,7.96,8.088,8.048
7.816,8.192,8.072,7.976,8.116,7.748,8.372,7.94,8.188,8.26
7.984,8.308,8.128,8.084,8.152,7.76,8.328,7.84,8.164,8.38
8.3,8.324,8.196,8.244,8.268,7.876,8.384,7.82,8.116,8.272
8.696,8.272,8.12,8.136,8.284,7.956,8.52,7.912,8.108,8.292
9.268,8.28,8.08,8.016,8.224,7.852,8.56,7.932,8.212,8.256
10.032,8.36,8.156,8.024,8.2,7.82,8.52,7.832,8.244,8.044
10.808,8.436,8.248,8.148,8.26,7.928,8.568,7.804,8.2,7.624
11.244,8.388,8.196,8.1,8.252,8.044,8.72,7.888,8.168,7.62
11.044,8.372,8.136,7.944,8.168,7.952,8.792,7.968,8.252,7.784
9.792,8.496,8.172,7.972,8.12,7.936,8.736,7.876,8.304,8.132
8.548,8.576,8.3,8.088,8.164,8.02,8.796,7.812,8.236,8.132
7.9,8.536,8.24,8.048,8.224,8.152,8.916,7.804,8.212,8.024
7.844,8.536,8.18,7.864,8.112,8,9,7.892,8.332,7.98
7.98,8.64,8.252,7.856,8.048,7.908,8.92,8.032,8.4,8.068
8.044,8.808,8.348,7.968,8.084,7.932,8.96,8.332,8.34,8.132
8.048,8.796,8.34,7.972,8.104,8.024,9.076,8.924,8.332,8.46
7.992,8.752,8.3,7.848,8.048,7.976,9.156,9.652,8.432,8.38
8.104,8.832,8.344,7.808,7.936,7.832,9.06,10.376,8.52,8.1
8.184,9.008,8.44,7.932,7.984,7.832,9.036,10.9,8.508,7.708
8.1,9.004,8.448,7.976,8.056,7.972,9.056,11.2,8.504,7.54
8.016,8.98,8.396,7.864,8.028,7.908,9.072,10.432,8.544,7.704
8.052,9.028,8.436,7.824,7.948,7.744,8.908,9.032,8.704,7.928
8.176,9.18,8.552,7.904,7.96,7.712,8.76,8.028,8.696,7.908
8.116,9.18,8.616,7.992,8.068,7.84,8.692,7.708,8.708,7.86
8.048,9.088,8.592,7.88,8.04,7.832,8.648,7.892,8.756,7.876
8.076,9.08,8.624,7.776,7.964,7.696,8.492,7.924,8.896,7.992
8.172,9.148,8.732,7.752,7.976,7.68,8.32,7.872,8.908,8.048
8.156,9.072,8.844,7.936,8.032,7.788,8.248,7.912,8.936,7.888
8.068,8.892,8.816,8.212,7.988,7.84,8.3,8.036,8.936,7.9
8.08,8.78,8.82,8.556,7.844,7.74,8.22,8.092,9.076,8.036
8.2,8.772,8.96,9.22,8.068,7.684,8.04,7.976,9.136,8.128
8.188,8.672,9.06,10.024,8.52,7.768,8.004,7.92,9.084,8.036
8.108,8.46,9.036,10.752,9.084,7.868,8.096,8.008,9.06,8.076
8.12,8.332,9.012,11.144,9.608,7.74,8.052,8.1,9.176,8.216
8.208,8.336,9.1,11.008,10.388,7.628,7.94,8,9.176,8.52
8.212,8.324,9.208,9.876,11.108,7.648,7.936,7.928,9.108,8.24
8.172,8.208,9.152,8.604,11.508,7.972,7.976,8.024,8.996,8.024
8.132,8.088,9.08,7.836,10.632,8.264,8.008,8.128,8.976,7.868
8.232,8.1,9.104,7.692,9.116,8.672,7.9,8.004,8.912,7.876
8.32,8.136,9.136,7.92,8.244,9.296,7.904,7.96,8.732,7.804
8.248,8.052,9.044,7.948,8.016,10.192,7.944,8.02,8.592,7.752
8.184,7.96,8.812,7.884,8.02,10.808,7.996,8.128,8.512,7.92
8.296,7.984,8.736,7.904,7.972,11,7.9,8.092,8.504,8.124
8.368,8.084,8.724,8.048,8.044,10.26,7.86,7.964,8.376,8.02
8.324,8.028,8.604,8.116,8.184,9.024,7.912,8.036,8.252,7.9
8.272,7.928,8.4,7.976,8.168,8.044,7.98,8.16,8.192,7.988
8.336,7.952,8.316,7.916,8.072,7.568,7.936,8.124,8.26,8.272
8.436,8.068,8.332,8.004,8.104,7.572,7.856,8.024,8.188,8.396
8.444,8.02,8.296,8.096,8.196,7.76,7.908,8.048,8.096,8.212
8.38,7.932,8.16,8,8.176,7.812,8,8.176,8.024,8.008
8.412,7.912,8.092,7.9,8.048,7.768,7.944,8.204,8.132,8.1
8.552,8.024,8.136,7.992,8.096,7.808,7.864,8.1,8.076,8.156
8.572,8.044,8.168,8.144,8.16,7.92,7.892,8.108,8.024,8.044
8.492,7.948,8.052,8.052,8.172,7.96,8.012,8.248,7.96,8.012
8.54,7.916,8.012,7.936,8.092,7.824,7.988,8.26,8.116,8.268
8.68,8.02,8.064,7.988,8.112,7.808,7.884,8.144,8.08,8.476
8.756,8.04,8.12,8.148,8.192,7.864,7.936,8.152,8.036,8.268
8.704,7.948,8.048,8.104,8.232,7.956,7.992,8.236,7.988,7.984
8.764,7.904,7.952,7.96,8.168,7.888,7.996,8.34,8.056,7.968
8.88,8,8.036,8.008,8.136,7.8,7.876,8.252,8.068,8.288
8.96,8.052,8.088,8.16,8.22,7.88,7.916,8.236,8.024,8.192
8.956,7.952,8.048,8.164,8.264,7.992,7.98,8.332,7.996,7.92
8.956,7.9,7.96,8.036,8.192,7.936,8.012,8.468,8.048,7.808
9.096,7.976,8,8.048,8.164,7.824,7.912,8.384,8.104,7.86
9.208,8.036,8.084,8.176,8.244,7.852,7.912,8.324,8.056,7.744
9.176,7.996,8.04,8.196,8.32,8,7.956,8.424,8.004,7.684
9.14,7.908,7.952,8.104,8.248,7.996,8.012,8.608,8.008,7.776
9.18,7.948,7.948,8.08,8.212,7.872,7.908,8.568,8.08,7.992
9.26,8.064,8.072,8.216,8.26,7.888,7.892,8.508,8.048,8.036
9.176,8.008,8.08,8.26,8.364,8.04,7.92,8.608,8.024,7.884
9.04,7.916,7.972,8.216,8.34,8.048,8.032,8.768,8.008,7.9
9.012,7.96,7.988,8.16,8.252,7.936,7.94,8.804,8.092,8.052
8.992,8.048,8.08,8.268,8.316,7.9,7.892,8.736,8.088,8.156
8.844,7.996,8.064,8.36,8.424,8.06,7.924,8.808,8.008,8.336
8.644,7.9,8.008,8.316,8.436,8.112,7.996,8.988,7.992,8.236
8.564,7.912,7.96,8.24,8.356,7.996,7.936,9.036,8.112,7.852
8.568,8.036,8.056,8.316,8.432,7.96,7.84,8.956,8.092,7.932
8.484,8,8.088,8.468,8.54,8.072,7.884,8.996,8.04,8.144
8.268,7.92,8.016,8.468,8.544,8.184,7.976,9.136,7.992,8.328
8.256,7.904,7.976,8.348,8.488,8.068,7.952,9.204,8.1,8.832
8.304,7.984,8.048,8.444,8.528,8.016,7.844,9.096,8.108,9.46
8.284,8.004,8.084,8.612,8.644,8.12,7.896,9.08,8.064,9.96
8.116,7.936,8.044,8.624,8.712,8.268,7.98,9.14,7.996,10.616
8.104,7.88,7.964,8.552,8.668,8.2,8,9.14,8.096,11.08
8.172,7.956,8.036,8.616,8.68,8.14,7.848,8.952,8.096,10.616
8.18,7.98,8.1,8.812,8.8,8.224,7.88,8.812,8.044,9.104
8.084,7.956,8.044,8.84,8.896,8.376,7.92,8.728,8.016,8.032
8.036,7.88,7.964,8.776,8.872,8.348,7.96,8.732,8.052,7.812
8.088,7.916,8.016,8.844,8.884,8.26,7.872,8.516,8.1,8.124
8.176,7.996,8.108,9,8.992,8.32,7.824,8.34,8.052,8.252
8.096,7.932,8.072,9.072,9.104,8.528,7.872,8.3,8,8.048
8.028,7.852,7.968,8.984,9.108,8.556,7.96,8.4,8.032,7.848
8.068,7.924,7.988,8.968,9.06,8.456,7.884,8.248,8.1,8.004
8.132,8.036,8.092,9.132,9.164,8.548,7.844,8.056,8.02,8.192
8.056,7.96,8.076,9.2,9.272,8.736,7.88,8.056,8.008,8.144
8.012,7.852,7.964,9.088,9.272,8.764,7.972,8.168,8.008,8.004
8.052,7.864,7.952,8.98,9.172,8.668,7.872,8.076,8.116,7.98
8.16,8.004,8.076,8.996,9.204,8.712,7.808,7.932,8.056,7.916
8.1,7.96,8.068,8.988,9.26,8.916,7.864,7.956,8.032,7.844
8.008,7.848,7.992,8.812,9.168,8.96,7.944,8.072,7.984,7.984
8.04,7.86,7.964,8.58,8.964,8.908,7.928,8.056,8.088,8.192
8.108,7.972,8.056,8.556,8.888,8.896,7.852,7.896,8.036,8.116
8.112,7.952,8.084,8.556,8.876,9.024,7.908,7.904,8.016,7.844
8,7.872,7.996,8.424,8.76,9.092,8.02,7.996,7.98,7.772
8.028,7.856,7.936,8.212,8.56,8.936,8.012,8.056,8.084,7.884
8.14,7.936,8.016,8.188,8.492,8.84,7.912,7.896,8.072,8.052
8.128,7.968,8.1,8.248,8.52,8.848,7.988,7.892,8.012,8.008
8.048,7.884,8.036,8.176,8.472,8.848,8.092,7.972,7.98,7.968
7.992,7.824,7.964,8.004,8.312,8.66,8.14,8.068,8.052,8.184
8.132,7.904,8.012,8.012,8.256,8.436,8.02,7.94,8.076,8.424
8.116,7.992,8.064,8.116,8.292,8.4,8.008,7.868,8.02,8.332
8.048,7.916,8.02,8.1,8.344,8.424,8.088,7.948,7.988,8.104
8.044,7.924,7.964,7.96,8.224,8.288,8.116,8.048,8.036,7.996
8.12,7.944,7.996,7.916,8.152,8.06,7.972,7.948,8.088,8.36
8.164,8.056,8.064,8.052,8.204,8.052,7.948,7.868,8.008,8.288
8.108,8.004,8.024,8.056,8.26,8.128,7.972,7.908,7.98,7.788
8.036,7.952,7.936,7.948,8.184,8.056,8.08,8.036,7.984,7.784
8.092,8.024,7.956,7.88,8.092,7.9,7.956,7.988,8.056,8.004
8.136,8.192,8.08,8.008,8.152,7.888,7.872,7.876,8.02,8.08
8.1,8.136,8.072,8.036,8.228,7.984,7.872,7.884,8.004,8.032
8.024,8.04,7.96,7.968,8.192,7.968,7.94,8.02,7.992,8.136
8.056,8.016,7.976,7.904,8.108,7.792,7.856,7.988,8.064,8.268
8.16,8.12,8.08,7.968,8.144,7.808,7.796,7.868,8.036,8.312
8.108,8.084,8.08,8.064,8.228,7.912,7.796,7.884,7.972,8.376
8.02,7.964,7.992,7.976,8.216,7.932,7.904,8.044,7.96,8.952
8.024,7.98,7.936,7.852,8.1,7.8,7.848,8.04,8.08,8.96
8.128,8.052,8.044,7.96,8.144,7.776,7.776,7.888,8.088,8.392
8.108,8,8.056,8.1,8.236,7.876,7.808,7.912,8.076,8.188
8.008,7.92,7.992,8,8.2,7.928,7.92,7.988,8.044,8.396
8.02,7.832,7.944,7.888,8.132,7.804,7.884,8.016,8.192,8.272
8.112,7.916,8.04,7.912,8.136,7.744,7.78,7.876,8.188,8.18
8.12,7.936,8.088,8.056,8.192,7.824,7.796,7.86,8.152,8.108
8.044,7.844,8.068,8.016,8.232,7.944,7.748,7.972,8.14,8.256
8.02,7.776,8.024,7.9,8.164,7.836,7.748,8.04,8.236,8.436
8.112,7.876,8.088,7.908,8.128,7.764,7.884,7.908,8.28,8.768
8.132,7.916,8.184,8.04,8.18,7.804,8.356,7.872,8.18,8.592
8.044,7.86,8.124,8.02,8.256,7.952,9.024,7.936,8.168,8.708
7.992,7.796,8.068,7.908,8.184,7.892,9.76,8.036,8.184,8.796
8.072,7.84,8.156,7.888,8.12,7.748,10.44,7.972,8.208,8.968
8.112,7.908,8.296,8.02,8.188,7.772,11.024,7.868,8.124,8.912
8.064,7.86,8.264,8.028,8.24,7.928,11.204,7.912,8.1,8.92
7.996,7.756,8.096,7.92,8.204,7.896,10.292,8.044,8.116,9.004
8.044,7.764,8.124,7.904,8.14,7.76,8.856,7.972,8.12,9.188
8.112,7.792,8.196,8.016,8.168,7.78,7.92,7.852,8.08,9.44
8.056,7.836,8.18,8.028,8.256,7.904,7.664,7.876,8.008,9.684
7.976,8.104,8.06,7.968,8.212,7.912,7.752,8.02,7.98,9.42
8.028,8.644,8.088,7.872,8.108,7.78,7.752,7.972,8.056,8.852
8.124,9.388,8.172,7.988,8.148,7.768,7.752,7.836,8.012,8.668
8.096,10.072,8.144,8.02,8.256,7.9,7.868,7.848,7.988,8.832
7.968,10.712,8.008,8.008,8.228,7.928,8,7.972,7.924,9.076
8.012,11.136,7.944,7.88,8.104,7.804,7.964,7.996,8.04,9.008
8.12,10.812,8.016,7.936,8.108,7.792,7.872,7.84,8.004,8.644
8.076,9.552,8.032,8.028,8.2,7.852,7.94,7.852,7.96,8.052
7.976,8.316,7.98,7.98,8.22,7.94,8.012,7.952,7.94,8.072
8.008,7.736,7.908,7.868,8.128,7.804,7.984,8.004,8.044,8.172
8.112,7.692,7.976,7.892,8.14,7.764,7.868,7.872,8.048,8.248
8.084,7.768,8.04,8.012,8.192,7.836,7.904,7.832,7.976,8.116
7.98,7.776,7.96,8.012,8.224,7.928,7.996,7.94,7.932,8.02
7.988,7.784,7.888,7.876,8.112,7.828,8.012,8.016,7.9,8.04
8.068,7.932,7.956,7.876,8.112,7.768,7.916,7.9,8.032,8.176
8.112,8.028,8.04,8.016,8.168,7.788,7.936,7.804,8.252,8.056
8.036,7.952,8.02,7.992,8.248,7.952,8.02,7.904,8.68,8.044
8,7.876,7.892,7.904,8.148,7.876,8.072,8.024,9.292,8.172
8.108,7.964,7.908,7.868,8.104,7.752,7.964,7.896,10.04,8.308
8.192,8.016,7.928,7.976,8.148,7.784,7.976,7.8,10.752,7.968
8.144,7.96,8.044,7.98,8.216,7.92,8.024,7.88,11.3,7.688
8.104,7.876,8.312,7.892,8.14,7.872,8.104,8.016,11.248,7.876
8.16,7.924,8.82,7.868,8.06,7.724,8.024,7.94,10.092,8.084
8.276,8.024,9.508,7.972,8.124,7.752,7.996,7.8,8.672,8.108
8.236,8.02,10.224,7.992,8.212,7.9,8.056,7.844,8.024,7.8
8.212,7.92,10.852,7.924,8.18,7.884,8.136,7.98,7.888,7.652
8.224,7.952,11.288,7.856,8.08,7.752,8.092,7.944,8.064,7.752
8.28,8.064,10.912,7.94,8.108,7.736,8.024,7.772,8.048,7.792
8.24,8.056,9.52,7.98,8.2,7.868,8.104,7.852,8.06,7.736
8.116,7.96,8.308,7.956,8.18,7.892,8.196,7.956,8.044,7.776
8.1,8.004,7.856,7.872,8.076,7.732,8.16,8.012,8.196,7.968
8.212,8.108,7.968,7.896,8.116,7.724,8.092,7.892,8.14,8.12
8.172,8.096,8.016,8.004,8.184,7.804,8.168,7.916,8.12,8.12
8.084,8.028,7.984,7.976,8.196,7.884,8.256,8.02,8.052,7.968
8.064,8.032,8.008,7.852,8.096,7.768,8.276,8.1,8.172,7.744
8.132,8.112,8.124,7.896,8.088,7.704,8.164,7.98,8.16,7.86
8.104,8.168,8.188,7.976,8.18,7.776,8.22,8.004,8.096,8.012
7.964,8.112,8.084,7.976,8.204,7.896,8.32,8.132,8.076,8.252
7.944,8.076,8.016,7.856,8.12,7.812,8.388,8.196,8.14,8.22
8.012,8.164,8.072,7.84,8.092,7.704,8.292,8.04,8.18,7.904
8.06,8.232,8.14,8.004,8.12,7.764,8.352,7.952,8.112,7.58
7.956,8.184,8.116,7.988,8.168,7.872,8.456,8.024,8.12,7.588
7.924,8.124,8.02,7.884,8.128,7.808,8.572,8.104,8.176,7.724
8,8.212,8.076,7.864,8.072,7.692,8.48,8.012,8.212,7.892
8.052,8.312,8.184,7.984,8.108,7.716,8.492,7.916,8.168,7.832
8.016,8.288,8.16,8.012,8.212,7.888,8.628,7.976,8.168,7.74
7.944,8.212,8.048,7.896,8.132,7.868,8.756,8.08,8.16,7.808
8.008,8.272,8.096,7.84,8.068,7.716,8.724,7.952,8.26,7.992
8.076,8.424,8.192,7.944,8.108,7.728,8.74,7.792,8.224,7.964
7.96,8.404,8.168,8,8.18,7.868,8.824,7.808,8.196,7.82
7.824,8.324,8.092,7.964,8.14,7.916,9.008,7.924,8.22,7.84
8.112,8.412,8.104,7.896,8.064,7.8,8.968,7.88,8.292,7.956
8.56,8.56,8.228,7.988,8.12,7.796,8.92,7.768,8.256,8.028
9.04,8.568,8.208,8.084,8.2,7.944,9.004,7.776,8.248,8.044
9.576,8.524,8.176,8.06,8.196,8,9.096,7.88,8.244,8.2
10.344,8.6,8.148,7.992,8.12,7.92,9.088,7.936,8.352,8.016
11.092,8.74,8.24,8.064,8.16,7.92,8.996,7.816,8.356,7.772
11.376,8.784,8.272,8.204,8.26,8.016,9.004,7.788,8.328,7.632
10.448,8.752,8.24,8.16,8.284,8.068,9.052,7.9,8.3,7.756
9.076,8.8,8.192,7.992,8.208,7.956,8.952,7.928,8.42,8.032
8.252,8.96,8.272,8.016,8.26,7.848,8.712,7.808,8.408,8.14
7.976,9.016,8.336,8.124,8.344,7.876,8.628,7.708,8.408,7.844
7.9,8.952,8.304,8.108,8.412,8.008,8.612,7.764,8.404,7.756
7.928,8.968,8.228,7.972,8.288,7.92,8.524,8.044,8.504,7.768
8.064,9.096,8.32,7.988,8.236,7.808,8.316,8.34,8.556,7.9
8.148,9.144,8.424,8.068,8.272,7.84,8.26,8.816,8.508,7.788
8.088,9.064,8.396,8.02,8.312,7.928,8.248,9.54,8.528,7.792
8.08,8.964,8.3,7.868,8.228,7.828,8.228,10.364,8.616,7.924
8.144,8.952,8.384,7.828,8.148,7.68,8.052,10.928,8.708,8.076
8.188,8.964,8.528,7.924,8.204,7.716,7.992,11.064,8.676,7.932
8.12,8.792,8.508,7.964,8.24,7.848,8.012,10.308,8.708,7.78
8.048,8.624,8.436,7.82,8.176,7.788,8.052,9.18,8.752,7.8
8.096,8.544,8.512,7.784,8.052,7.636,7.924,8.184,8.884,7.96
8.192,8.556,8.66,7.876,8.104,7.672,7.88,7.628,8.868,7.868
8.144,8.396,8.696,7.94,8.16,7.792,7.928,7.592,8.928,7.672
8.08,8.22,8.644,7.856,8.124,7.8,8,7.8,8.964,7.744
8.116,8.172,8.692,7.76,8.016,7.664,7.932,7.86,9.112,8.02
8.228,8.212,8.856,7.868,8.064,7.684,7.86,7.784,9.112,8.252
8.184,8.16,8.896,7.948,8.14,7.784,7.884,7.86,9.124,7.98
8.096,8,8.86,7.888,8.104,7.828,7.972,8.004,9.136,7.684
8.144,7.984,8.892,7.76,8.008,7.648,7.936,8.032,9.26,7.716
8.232,8.068,9.056,7.752,8.032,7.552,7.816,7.888,9.28,7.92
8.24,8.06,9.132,7.896,8.132,7.668,7.872,7.868,9.248,8.036
8.172,7.952,9.08,8.076,8.136,8.036,7.952,7.984,9.18,8.036
8.164,7.92,9.08,8.352,8.032,8.412,7.96,8.044,9.216,7.8
8.272,8.008,9.188,8.956,8.028,8.916,7.848,7.924,9.14,7.792
8.276,8.024,9.268,9.74,8.056,9.708,7.84,7.9,8.96,7.64
8.224,7.956,9.216,10.468,8.048,10.54,7.936,8,8.84,7.6
8.188,7.912,9.092,10.924,8.12,10.956,7.964,8.084,8.792,7.728
8.324,7.996,9.136,11.104,8.468,10.74,7.828,7.964,8.732,7.904
8.352,8.024,9.156,10.16,9.052,9.604,7.844,7.904,8.584,7.824
8.304,7.944,9.004,8.84,9.708,8.528,7.936,7.964,8.468,7.74
8.264,7.872,8.796,7.94,10.376,7.812,8.008,8.12,8.428,7.784
8.344,7.924,8.712,7.7,10.996,7.432,7.864,8.016,8.424,7.944
8.4,8.028,8.72,7.876,11.416,7.54,7.888,7.948,8.276,7.892
