f1y01,f1y02,f1y03,f1y04,f1y05,f1y06,f1y07,f1y08,f1y09,f1y10
9.144,8.968,7.924,8.124,8.092,7.976,7.684,8.612,7.928,8.048
9.096,9,8.02,8.088,7.556,7.988,7.688,8.472,7.796,8.08
9.008,9.064,7.972,8.092,7.492,8.056,7.692,8.504,7.932,8.064
8.904,9.048,7.92,8.028,8.18,8.104,7.704,8.508,7.904,8.072
8.864,9.02,7.944,8.008,8.2,7.996,7.692,8.324,7.94,8.092
8.74,9.016,8.028,8.008,7.656,7.952,7.66,8.18,8.092,8.116
8.608,9.016,8,8.028,7.364,8.052,7.696,8.252,8.24,8.1
8.464,8.972,8.004,8.004,8.108,8.104,7.68,8.312,8.144,8.108
8.452,8.908,8.072,7.98,8.284,8,7.68,8.192,7.988,8.128
8.38,8.86,8.172,7.96,7.748,7.976,7.668,8.008,8.064,8.116
8.268,8.824,8.128,8.028,7.316,8.044,7.668,8.072,8.132,8.144
8.14,8.756,8.084,7.972,7.98,8.088,7.684,8.204,8.212,8.148
8.16,8.624,8.032,7.948,8.224,8.024,7.688,8.128,8.008,8.224
8.148,8.56,8.1,7.972,7.676,7.992,7.696,7.972,8.152,8.272
8.076,8.504,8.096,8.004,7.268,8.004,7.708,8.012,8.096,8.268
7.984,8.48,8,7.988,7.908,8.076,7.7,8.168,8.228,8.276
8.016,8.38,7.984,7.96,8.688,8.032,7.716,8.112,8.344,8.232
8.044,8.296,8.052,7.96,9.048,7.988,7.688,7.96,8.476,8.204
7.984,8.276,8.076,8.012,9.492,8.008,7.684,7.98,8.42,8.188
7.936,8.268,8,8.004,10.628,8.068,7.748,8.156,8.164,8.132
7.952,8.192,7.932,7.988,11.528,8.072,7.724,8.1,8.148,8.108
8,8.136,7.944,7.968,10.832,7.988,7.684,7.996,8.432,8.092
7.94,8.148,7.972,8.02,9.7,7.984,7.7,7.984,8.472,8.076
7.868,8.148,7.884,8.012,8.952,8.044,7.716,8.128,8.612,8.06
7.912,8.1,7.8,7.996,8.772,8.06,7.708,8.148,8.284,8.036
7.992,8.076,7.86,7.988,8.06,7.996,7.684,8.036,8.2,8.008
7.972,8.088,7.908,7.992,7.36,7.96,7.708,7.976,8.42,8.036
7.904,8.104,7.856,8,7.056,8.048,7.708,8.08,8.396,7.98
7.928,8.088,7.808,7.972,7.724,8.076,7.716,8.156,8.22,7.984
7.988,8.044,7.848,7.984,7.904,7.992,7.7,8.056,8.184,8.008
7.972,8.072,7.936,8,7.564,7.956,7.692,7.964,8.416,8.016
7.9,8.1,7.844,8.044,7.416,8.028,7.672,8.068,8.268,8
7.912,8.088,7.812,8.008,8.236,8.056,7.716,8.192,7.792,7.98
7.976,8.048,7.852,8,8.488,7.976,7.704,8.108,7.688,8.012
7.98,8.036,7.884,8,7.956,7.96,7.712,7.916,7.912,8.012
7.952,8.068,7.868,8.032,7.512,8.012,7.7,8.036,7.936,7.984
7.92,8.096,7.812,7.984,8.188,8.076,7.74,8.172,7.904,7.968
7.948,8.064,7.812,7.948,8.496,8,7.716,8.128,7.796,7.968
8,8.032,7.884,7.944,8.004,7.94,7.68,7.968,7.968,8.004
7.952,8.088,7.872,8.008,7.56,7.984,7.7,8,7.964,7.988
7.872,8.1,7.856,7.972,8.1,8.044,7.712,8.164,7.876,7.96
7.936,8.044,7.812,7.956,8.524,8.008,7.7,8.128,7.82,7.848
7.968,8.044,7.888,7.968,8.108,7.964,7.72,7.96,8.008,7.768
7.94,8.08,7.904,8,7.656,7.956,7.696,7.98,7.908,7.856
7.88,8.096,7.86,7.976,8,8.04,7.74,8.148,7.716,8.14
7.908,8.08,7.808,7.94,8.52,8.044,7.692,8.108,7.592,8.68
7.972,8.02,7.896,7.924,8.232,7.968,7.696,7.976,7.636,9.476
7.956,8.064,7.928,7.956,7.736,7.948,7.708,7.952,7.804,10.108
7.868,8.112,7.848,7.964,7.88,8.032,7.732,8.116,7.836,10.736
7.892,8.072,7.76,7.952,8.504,8.048,7.752,8.14,7.756,11.136
7.996,8.036,7.756,7.928,8.404,7.98,7.76,8.02,7.748,11.188
7.952,8.064,7.844,7.948,7.9,7.96,7.796,7.9,7.744,10.912
7.88,8.124,8.024,7.952,7.776,8.012,7.916,8.04,7.756,9.868
7.868,8.088,8.38,7.932,8.5,8.056,7.944,8.152,7.748,8.584
7.936,8.044,8.968,7.904,8.56,7.98,7.876,8.036,7.784,7.828
7.96,8.064,9.704,7.936,8.02,7.952,7.864,7.928,7.924,7.612
7.872,8.092,10.504,7.968,7.712,8.004,7.872,8,7.764,7.508
7.848,8.08,10.976,7.948,8.444,8.076,7.86,8.128,8.04,7.616
7.928,8.04,10.184,7.916,8.708,7.984,7.888,8.056,7.98,7.768
7.916,8.04,9.34,7.884,8.2,7.948,7.892,7.92,7.512,7.896
7.864,8.068,8.8,7.976,7.768,7.988,7.888,7.996,7.464,7.988
7.84,8.072,8.368,7.952,8.468,8.048,7.852,8.124,7.608,8.04
7.896,8.032,8.06,7.916,8.8,7.98,7.796,8.04,7.628,8
7.936,8.024,7.808,7.896,8.328,7.936,7.74,7.904,7.736,7.996
7.876,8.076,7.6,7.94,7.86,7.968,7.724,7.94,7.736,8.008
7.828,8.08,7.58,7.908,8.412,8.012,7.748,8.12,7.916,7.972
7.892,8.024,7.72,7.896,8.86,7.984,7.776,8.052,7.768,8.004
7.92,8.004,7.908,7.868,8.504,7.952,7.772,7.904,7.696,8.02
7.888,8.044,8.008,7.932,8.036,7.952,7.752,7.924,7.776,8.008
7.84,8.064,8.028,7.892,8.388,8.028,7.736,8.096,7.716,7.996
7.872,8.028,7.972,7.896,8.948,8.016,7.72,8.072,7.692,7.996
7.932,7.992,8.052,7.896,8.724,7.96,7.656,7.932,7.724,8.02
7.896,8.032,8.056,7.924,8.212,7.936,7.664,7.912,7.868,8.008
7.82,8.072,8.016,7.944,8.352,8.012,7.656,8.044,7.86,8.012
7.844,8.028,7.972,7.916,9.028,8.036,7.676,8.088,7.692,8.008
7.916,8,8.012,7.892,8.972,7.936,7.656,7.988,7.712,8.044
7.908,8.032,8.08,7.908,8.468,7.928,7.652,7.912,7.88,8.024
7.84,8.048,8.024,7.944,8.42,7.988,7.64,8.012,7.812,8.04
7.828,8.016,7.984,7.916,9.16,8.064,7.676,8.1,7.752,8.02
7.896,8,8.044,7.884,9.268,7.968,7.64,7.992,7.648,8.02
7.872,8.004,8.08,7.892,8.764,7.932,7.64,7.892,7.836,8.068
7.852,8.044,8.08,7.94,8.5,7.964,7.632,8.012,7.9,8.06
7.828,8.036,8.02,7.932,9.252,8.048,7.684,8.108,7.808,8.036
7.904,7.98,8.016,7.888,9.524,7.952,7.688,8.024,7.7,8.076
7.888,8,8.08,7.892,9.044,7.936,7.672,7.876,7.832,8.084
7.836,8.024,8.084,7.948,8.656,8,7.668,7.932,7.888,8.084
7.816,8.04,8.036,7.904,9.336,8.024,7.676,8.112,7.752,8.064
7.848,7.98,8.04,7.892,9.704,7.96,7.692,8.06,7.752,8.092
7.88,7.984,8.08,7.884,9.216,7.932,7.664,7.872,7.852,8.104
7.848,8.04,8.096,7.912,8.72,7.96,7.664,7.944,7.996,8.116
7.768,8.072,8.1,7.92,9.188,8.016,7.704,8.096,7.996,8.144
7.848,7.988,8.076,7.908,9.548,7.992,7.68,8.052,7.604,8.136
7.916,7.976,8.14,7.896,9.088,7.932,7.688,7.884,7.608,8.176
7.92,8.028,8.176,7.928,8.496,7.94,7.696,7.912,7.808,8.152
7.848,8.068,8.124,7.916,8.74,8.004,7.676,8.084,7.76,8.176
7.888,8.04,8.092,7.904,9.148,8.036,7.684,8.076,7.716,8.18
7.984,7.992,8.192,7.896,8.792,7.928,7.692,7.932,7.808,8.236
7.976,8.016,8.212,7.928,8.136,7.936,7.68,7.924,7.936,8.232
7.928,8.048,8.18,7.916,8.188,7.996,7.684,8.072,7.94,8.24
8,8.012,8.164,7.9,8.74,8.036,7.64,8.084,7.9,8.256
8.12,7.976,8.224,7.892,8.568,7.936,7.548,7.972,7.996,8.292
8.08,8.004,8.284,7.924,7.928,7.912,7.452,7.892,8.148,8.332
7.976,8.028,8.268,7.944,7.756,8.008,7.528,8.008,8.072,8.316
7.98,8.02,8.228,7.912,8.428,8.028,7.892,8.092,7.852,8.356
8.016,7.984,8.308,7.888,8.488,7.936,8.66,7.996,7.924,8.42
8.004,8.012,8.392,7.908,7.82,7.932,9.92,7.884,8.12,8.468
7.932,8.044,8.352,7.944,7.532,7.984,11.36,7.988,8.084,8.492
7.94,8.032,8.34,7.932,8.2,8.008,12.624,8.112,7.964,8.5
7.952,7.98,8.42,7.904,8.464,7.94,13.192,8.048,7.968,8.552
7.936,7.972,8.484,7.884,7.86,7.904,12.112,7.888,8.144,8.584
7.836,8.024,8.552,7.948,7.456,7.988,10.02,7.964,8.208,8.596
7.772,8.044,8.512,7.928,8.06,8.02,8.364,8.104,8.004,8.624
7.844,7.988,8.568,7.92,8.448,7.964,7.712,8.056,7.796,8.66
7.84,7.956,8.692,7.916,7.948,7.948,7.632,7.884,7.96,8.684
7.808,8.016,8.728,7.964,7.452,7.964,7.624,7.96,8.048,8.708
7.744,8.04,8.764,7.924,7.92,8.028,7.672,8.108,7.912,8.676
7.812,8.012,8.784,7.884,8.388,7.996,7.724,8.068,7.72,8.64
7.864,7.98,8.9,7.912,8,7.944,7.84,7.928,7.792,8.628
7.816,8.012,8.98,7.944,7.488,7.944,7.936,7.956,7.888,8.6
7.732,8.036,8.964,7.94,7.812,8.032,7.956,8.164,7.828,8.516
7.788,7.98,8.992,7.9,8.352,8.044,7.904,8.188,7.716,8.476
7.852,7.984,9.112,7.88,8.124,7.94,7.856,8.048,7.684,8.432
7.828,8.02,9.168,7.924,7.552,7.932,7.812,8.036,7.86,8.408
7.748,8.044,9.184,7.956,7.664,8.004,7.848,8.196,7.836,8.324
7.732,8.008,9.124,7.932,8.308,8.024,7.868,8.252,7.704,8.276
7.74,7.952,9.16,7.912,8.232,7.916,7.812,8.128,7.78,8.236
7.808,8,9.192,7.924,7.648,7.924,7.84,8.052,7.816,8.184
8.088,8.048,9.136,7.96,7.548,7.988,7.848,8.144,7.888,8.132
8.6,8.032,9.004,7.904,8.216,8.052,7.856,8.248,7.664,8.068
9.288,7.984,8.972,7.916,8.344,7.972,7.848,8.128,7.744,8.08
9.992,7.976,8.932,7.912,7.736,7.92,7.844,8.008,8.024,8.092
10.632,8.044,8.84,7.964,7.472,8,7.84,8.088,7.992,8.032
11.064,8.028,8.656,7.952,8.136,8.032,7.856,8.196,7.904,8.02
10.784,7.972,8.588,7.888,8.408,7.944,7.896,8.14,7.524,8.016
9.58,7.98,8.54,7.904,7.84,7.916,7.852,7.964,7.7,8.012
8.408,8.008,8.452,7.94,7.432,8,7.856,8.016,7.832,8.004
7.792,8.048,8.32,7.924,8.092,8.016,7.876,8.16,7.644,7.972
7.668,7.988,8.256,7.908,8.448,7.992,7.876,8.048,7.488,8.008
7.732,7.988,8.26,7.928,7.916,7.924,7.876,7.868,7.772,8.004
7.728,8.008,8.22,7.932,7.464,7.964,7.872,7.86,8.196,7.996
7.76,8.04,8.132,7.92,7.96,8.032,7.912,8.044,8.544,7.956
7.872,7.98,8.084,7.912,8.444,8.016,7.96,8.016,8.86,8
7.948,7.972,8.06,7.912,8.032,7.976,7.936,7.828,9.596,8
7.908,8.02,8.104,7.956,7.532,8.004,7.928,7.836,10.428,7.964
7.852,8.032,8.028,7.944,7.852,8.088,7.936,8.012,11.132,7.972
7.9,7.972,7.948,7.924,8.416,8.1,7.972,8.008,10.836,7.976
7.972,7.976,7.984,7.908,8.164,8.024,7.976,7.892,9.472,8.012
7.9,8.02,8.072,7.968,7.576,8.02,7.964,7.836,8.612,8.004
7.848,8.076,7.988,7.94,7.652,8.1,8.008,7.98,8.26,7.98
7.896,8.06,7.932,7.916,8.304,8.148,8.016,8.032,8.312,7.98
7.956,8.04,8.008,7.916,8.256,8.084,8.02,7.912,8.384,7.98
7.972,8.108,8.028,7.924,7.624,8.08,8.028,7.852,8.32,7.988
7.892,8.12,7.988,7.972,7.528,8.152,8.02,7.976,8.328,7.968
7.928,8.108,7.936,7.936,8.2,8.224,8.044,8.048,7.736,7.988
7.984,8.064,7.98,7.932,8.356,8.116,8.068,7.96,7.568,7.996
8,8.1,8.02,7.968,7.704,8.08,8.08,7.836,7.74,8.02
7.932,8.176,8.036,7.968,7.464,8.12,8.128,7.968,7.788,8.012
7.94,8.188,7.916,7.952,8.112,8.152,8.132,8.048,7.844,7.996
8.02,8.12,7.956,7.948,8.404,8.036,8.148,7.88,7.772,7.98
8.04,8.088,7.992,7.948,7.796,7.992,8.144,7.58,7.972,8.024
8,8.132,8.02,7.992,7.408,8.036,8.148,7.66,8.016,7.996
7.996,8.1,7.952,7.944,8.012,8.044,8.208,8.028,7.776,7.984
8.052,8.048,7.964,7.924,8.42,7.98,8.212,8.276,7.632,7.988
8.068,8.008,8,7.916,7.88,7.924,8.244,8.54,7.82,8.012
8.052,8.064,7.992,7.992,7.408,7.908,8.26,9.196,8.016,7.98
8.028,8.104,7.964,7.992,7.884,7.968,8.316,9.952,7.932,7.96
8.084,8.016,7.916,8.008,8.392,7.952,8.372,10.62,7.736,7.98
8.136,7.964,7.968,7.98,7.984,7.892,8.436,10.956,7.888,7.976
8.124,8.008,8.012,8.012,7.48,7.896,8.444,10.508,7.992,7.98
8.064,8,7.968,8.004,7.752,7.98,8.508,9.616,8.256,7.972
8.14,7.968,7.96,7.996,8.312,8,8.58,8.848,8.016,7.988
8.216,7.904,7.996,8.008,8.096,7.892,8.628,8.376,7.712,8.028
8.216,7.972,8.044,8.084,7.54,7.872,8.672,8.128,7.848,8.032
8.14,7.984,7.98,8.12,7.62,7.924,8.776,8.1,8.02,8.012
8.22,7.968,7.92,8.104,8.252,7.988,8.856,8.108,8.068,8.024
8.316,7.916,7.984,8.148,8.212,7.884,8.884,8.088,8.008,8.064
8.316,7.964,8.012,8.176,7.6,7.888,8.956,8.024,7.856,8.056
8.268,7.996,8,8.224,7.476,7.984,9.016,8.156,8.004,8.056
8.312,7.98,7.952,8.116,8.152,8.04,9.084,8.22,7.996,8.08
8.412,7.932,7.992,8.06,8.328,7.924,9.148,8.104,7.74,8.148
8.46,7.904,8.036,8.032,7.72,7.932,9.176,7.96,7.784,8.188
8.412,7.848,7.984,8.088,7.408,7.948,9.2,8.056,7.908,8.208
8.472,7.836,7.94,8.036,8.088,8.008,9.236,8.16,7.844,8.188
8.596,7.92,7.964,8,8.372,8.004,9.192,8.08,7.844,8.172
8.632,8.156,8.012,7.992,7.788,8.08,9.108,7.944,8.008,8.128
8.624,8.604,7.976,8.068,7.38,8.58,9.052,8.012,8.076,8.092
8.668,9.156,7.948,8.032,7.976,9.412,8.992,8.196,8,8.072
8.792,9.716,7.952,7.968,8.368,9.616,8.868,8.112,7.864,8.06
8.836,10.196,8.016,7.96,7.892,9.54,8.748,7.952,7.98,8.044
8.86,10.188,8.004,7.984,7.404,9.056,8.616,8.012,8.088,8.008
8.856,9.616,7.972,7.94,7.876,8.58,8.524,8.196,8.088,7.976
8.948,9.024,7.948,7.936,8.348,8.248,8.42,8.14,7.988,7.948
9.032,8.504,7.956,7.9,7.996,8.06,8.28,7.988,8.092,7.948
9.028,8.076,8.024,7.936,7.46,7.936,8.192,8.016,8.252,7.928
8.948,7.824,7.96,7.948,7.732,7.96,8.164,8.176,8.364,7.924
9.012,7.836,7.916,7.932,8.304,7.928,8.096,8.176,8.152,7.944
9.092,7.916,7.964,7.92,8.116,7.84,8.004,8.04,8.204,7.932
9.032,8.016,8.024,7.944,7.54,7.908,7.968,8.024,8.28,7.92
8.884,8.1,7.972,7.972,7.596,8.044,7.948,8.172,8.464,7.936
8.828,8.052,7.896,7.928,8.236,8.084,7.944,8.228,8.244,7.904
8.788,8.04,7.96,7.916,8.2,7.996,7.864,8.124,7.964,7.892
8.672,8.076,7.992,7.936,7.604,7.988,7.86,8.02,8.212,7.916
8.456,8.104,7.94,7.972,7.456,8.072,7.82,8.148,8.308,7.936
8.38,8.06,7.9,7.904,8.16,8.092,7.828,8.244,8.336,7.908
8.368,8.024,7.936,7.828,8.328,7.996,7.796,8.148,8.356,7.9
8.28,8.04,8.008,7.844,7.708,7.984,7.784,8.028,8.464,7.948
8.136,8.092,7.968,7.94,7.4,8.052,7.796,8.136,8.548,7.9
8.088,8.084,7.912,8.068,8.068,8.1,7.792,8.272,8.484,7.86
8.076,8.044,7.932,8.432,8.368,8.036,7.78,8.212,8.3,7.812
8.04,8.044,7.988,8.932,7.8,8.004,7.78,8.06,8.448,7.688
7.964,8.092,7.964,9.54,7.372,8.072,7.788,8.136,8.52,7.684
7.92,8.084,7.912,10.252,7.964,8.12,7.78,8.332,8.436,7.924
7.936,8.044,7.908,10.688,8.376,8.088,7.764,8.268,8.332,8.34
7.956,8.04,7.96,10.224,7.924,8.024,7.76,8.104,8.368,9.108
7.872,8.076,7.944,9.3,7.408,8.076,7.74,8.18,8.408,9.796
7.84,8.14,7.908,8.6,7.856,8.128,7.768,8.352,8.252,10.416
7.884,8.068,7.904,8.092,8.352,8.136,7.796,8.34,8.104,10.96
7.952,8.06,7.972,7.712,7.988,8.048,7.772,8.2,8.372,11.092
7.884,8.12,7.98,7.5,7.436,8.08,7.76,8.228,8.616,11.068
7.836,8.128,7.936,7.364,7.708,8.18,7.784,8.428,8.52,10.344
7.852,8.076,7.9,7.356,8.288,8.188,7.808,8.416,8.084,9.02
7.9,8.048,7.92,7.38,8.112,8.088,7.764,8.304,7.792,8.092
7.872,8.128,7.976,7.388,7.556,8.112,7.788,8.308,7.864,7.756
7.82,8.172,7.932,7.492,7.588,8.18,7.816,8.464,7.856,7.62
7.868,8.132,7.876,7.572,8.224,8.196,7.784,8.528,7.74,7.616
7.924,8.076,7.932,7.668,8.232,8.124,7.764,8.472,7.768,7.7
7.884,8.136,7.992,7.764,7.676,8.112,7.776,8.404,7.976,7.82
7.796,8.192,7.932,7.872,7.484,8.216,7.804,8.528,7.952,7.88
7.844,8.184,7.884,7.94,8.14,8.228,7.784,8.64,7.824,7.956
7.912,8.148,7.92,7.996,8.344,8.164,7.788,8.616,7.792,7.984
7.9,8.152,7.96,8.06,7.804,8.128,7.816,8.516,7.88,7.972
7.852,8.216,7.948,8.104,7.468,8.228,7.768,8.668,7.916,7.944
7.848,8.236,7.9,8.072,8.164,8.26,7.8,8.824,7.84,7.928
7.904,8.188,7.92,8.068,8.476,8.232,7.792,8.784,7.812,7.928
7.9,8.196,7.952,8.1,7.952,8.192,7.796,8.652,7.996,7.936
7.844,8.26,7.968,8.192,7.488,8.268,7.768,8.748,8.04,7.932
7.844,8.276,7.912,8.14,8.024,8.292,7.796,8.924,7.92,7.92
7.904,8.232,7.912,8.144,8.48,8.292,7.808,8.92,7.792,7.936
7.912,8.216,7.98,8.12,8.076,8.24,7.76,8.772,7.908,7.956
7.864,8.312,8.012,8.2,7.568,8.308,7.756,8.852,7.984,7.948
7.844,8.336,7.964,8.184,7.984,8.364,7.8,9.032,7.9,7.956
7.904,8.308,7.944,8.176,8.44,8.392,7.768,8.988,7.828,7.944
7.928,8.308,8.048,8.196,8.148,8.34,7.76,8.868,7.908,7.948
7.888,8.376,8.096,8.192,7.636,8.384,7.756,8.832,8.076,7.956
7.816,8.444,8.044,8.184,7.832,8.472,7.78,8.94,8.052,7.96
7.884,8.428,8.016,8.196,8.404,8.54,7.752,8.864,7.716,7.972
7.944,8.424,8.08,8.208,8.22,8.468,7.744,8.7,7.664,7.976
7.88,8.484,8.156,8.236,7.732,8.516,7.764,8.58,7.856,8.004
7.812,8.556,8.156,8.272,7.744,8.608,7.764,8.64,8.16,7.98
7.864,8.58,8.092,8.236,8.312,8.684,7.776,8.592,8.216,7.968
7.92,8.548,8.128,8.228,8.292,8.584,7.772,8.424,7.876,7.992
7.9,8.62,8.16,8.284,7.7,8.596,7.716,8.236,7.744,7.996
7.816,8.688,8.14,8.308,7.472,8.708,7.728,8.308,7.672,8.02
7.844,8.716,8.076,8.312,8.12,8.748,7.728,8.344,7.616,7.996
7.9,8.704,8.12,8.292,8.296,8.692,7.724,8.188,7.672,8.04
7.9,8.76,8.152,8.328,7.764,8.672,7.728,8.016,7.908,8.056
7.804,8.832,8.096,8.388,7.448,8.744,7.744,8.096,7.892,8.048
7.82,8.884,8.04,8.332,8.06,8.8,7.764,8.212,7.848,8.056
7.884,8.848,8.044,8.332,8.364,8.728,7.748,8.104,7.844,8.072
7.884,8.892,8.088,8.36,7.872,8.632,7.732,7.924,7.96,8.08
7.82,8.968,8.012,8.408,7.436,8.704,7.736,7.984,7.932,8.112
7.808,9.008,7.94,8.408,7.944,8.712,7.732,8.148,7.904,8.104
7.868,8.984,7.908,8.42,8.356,8.644,7.724,8.068,7.82,8.124
7.888,8.96,7.936,8.46,7.928,8.516,7.736,7.916,7.9,8.16
7.836,9.012,7.94,8.504,7.356,8.5,7.752,7.948,7.972,8.14
7.788,9.048,7.896,8.484,7.732,8.48,7.776,8.108,7.952,8.16
7.832,8.988,7.888,8.508,8.192,8.408,7.768,8.052,7.748,8.164
7.872,8.928,7.932,8.512,8.004,8.264,7.736,7.92,7.924,8.184
7.848,8.916,7.952,8.56,7.764,8.252,7.74,7.932,8.076,8.248
7.804,8.908,7.912,8.616,8.776,8.288,7.756,8.088,7.964,8.264
7.816,8.812,7.844,8.656,10.208,8.256,7.756,8.08,7.816,8.284
7.896,8.672,7.892,8.696,10.872,8.12,7.736,7.948,7.868,8.34
7.86,8.64,7.912,8.712,10.788,8.072,7.744,7.892,7.956,8.372
7.764,8.628,7.904,8.772,10.504,8.124,7.772,8.048,7.992,8.372
7.796,8.508,7.848,8.796,10.444,8.112,7.768,8.116,8.016,8.376
7.888,8.412,7.904,8.828,9.668,8.008,7.748,7.988,8.14,8.444
7.872,8.392,7.936,8.884,8.284,7.972,7.72,7.88,8.136,8.444
7.776,8.36,7.884,8.968,7.524,8.04,7.768,8,7.792,8.52
7.796,8.268,7.864,9.028,7.912,8.064,7.776,8.104,7.636,8.536
7.896,8.192,7.884,9.064,7.94,7.956,7.756,8.032,7.664,8.584
7.908,8.16,7.928,9.136,7.288,7.904,7.752,7.88,7.912,8.608
7.864,8.196,7.924,9.2,7.128,8,7.776,7.996,7.992,8.584
7.848,8.168,7.844,9.24,7.868,8.008,7.772,8.108,7.976,8.572
7.94,8.064,7.872,9.272,8.36,7.972,7.76,8.032,7.932,8.596
7.976,8.048,7.952,9.36,8.032,7.912,7.744,7.88,8.128,8.56
7.944,8.104,7.952,9.428,7.632,7.968,7.732,7.948,8.24,8.496
7.964,8.136,7.88,9.46,8.116,8.048,7.792,8.096,8.076,8.472
7.996,8.064,7.888,9.476,8.524,8.004,7.764,8.008,7.98,8.444
8.084,8.02,7.928,9.508,8.156,7.908,7.752,7.868,8.1,8.36
8.012,8.06,7.908,9.528,7.608,7.956,7.752,7.924,8.244,8.288
7.972,8.096,7.816,9.524,8.012,8.016,7.764,8.124,8.14,8.24
7.964,8.06,7.812,9.484,8.528,7.98,7.764,8.048,8.024,8.188
8.044,8.004,8.052,9.484,8.268,7.908,7.76,7.896,8.224,8.16
7.964,8.04,8.432,9.464,7.724,7.896,7.74,7.904,8.32,8.112
7.916,8.08,8.9,9.392,7.9,8.016,7.768,8.072,8.164,8.08
7.948,8.044,9.52,9.308,8.484,8.032,7.768,8.036,8.004,8.056
8.004,8.016,10.348,9.236,8.368,7.928,7.764,7.928,8.104,8.024
7.94,8.068,11.1,9.188,7.796,7.9,7.784,7.876,8.268,8.032
7.824,8.092,10.54,9.088,7.82,8.004,7.8,8.028,8.192,7.996
7.824,8.052,9.544,8.936,8.436,8.02,7.764,8.052,7.964,7.972
7.84,8,9.036,8.828,8.492,7.952,7.788,7.972,7.952,7.972
7.828,8.048,8.636,8.752,7.94,7.916,7.788,7.836,8.056,7.94
7.74,8.092,8.128,8.7,7.8,7.996,7.796,7.996,7.976,7.92
7.772,8.064,7.72,8.584,8.388,8.064,7.784,8.08,7.912,7.944
7.828,8.028,7.556,8.476,8.64,7.96,7.784,7.964,7.94,7.928
7.84,8.028,7.656,8.432,8.12,7.908,7.808,7.844,8.124,7.952
7.752,8.072,7.828,8.376,7.748,8.008,7.824,7.936,7.912,7.94
7.748,8.092,7.936,8.288,8.38,8.044,7.848,8.084,7.868,7.916
7.808,8.028,7.992,8.22,8.728,7.976,7.836,7.992,7.868,7.916
7.836,8.024,8.128,8.196,8.304,7.916,7.848,7.836,7.956,7.944
7.772,8.064,8.1,8.18,7.812,8,7.908,7.904,7.872,7.96
7.76,8.076,8,8.116,8.38,8.064,8.012,8.072,7.696,7.936
7.78,8.036,8.008,8.088,8.78,8.024,8.028,7.992,7.556,7.932
7.724,8.044,8.068,8.084,8.448,7.94,8.008,7.82,7.736,7.94
7.784,8.064,8.08,8.088,7.908,7.952,7.992,7.856,7.928,7.908
8.008,8.092,8.048,8.06,8.308,8.032,7.98,8.06,7.832,7.916
8.552,8.052,8.004,8.036,8.848,8.02,7.972,8.008,7.74,7.92
9.192,8.024,8.08,8.04,8.628,7.948,7.992,7.868,7.856,7.94
9.828,8.076,8.084,8.044,8.028,7.944,7.984,7.852,7.992,7.932
10.516,8.104,8.064,8.056,8.308,8.048,7.992,8.008,7.94,7.92
11.1,8.036,8.016,8.004,8.888,8.076,7.96,8.024,7.772,7.928
11.064,8.008,8.08,8.012,8.808,7.96,7.912,7.9,7.816,7.94
9.808,8.052,8.1,8.04,8.216,7.912,7.876,7.856,7.98,7.932
8.468,8.1,8.072,8.04,8.264,8.012,7.84,7.996,8.096,7.916
7.852,8.048,8.016,8.02,8.924,8.028,7.88,8.04,8.336,7.94
7.792,8.012,8.08,8.004,9.016,7.932,7.848,7.92,8.748,7.948
7.816,8.032,8.144,8.02,8.504,7.912,7.852,7.816,9.356,7.94
7.772,8.06,8.1,8.052,8.332,8.016,7.84,7.944,9.952,7.932
7.86,8.052,8.056,8.012,9.032,8.024,7.852,8.04,10.68,7.924
7.936,8.016,8.112,8.044,9.304,7.936,7.848,7.944,11.156,7.94
7.964,8.032,8.184,8.032,8.788,7.9,7.772,7.816,10.68,7.94
7.888,8.044,8.144,8.056,8.424,7.992,7.808,7.92,9.14,7.932
7.884,8.06,8.108,8.04,9.092,8.032,7.792,8.052,8.248,7.944
7.948,8.032,8.156,8.004,9.508,7.96,7.772,7.952,7.952,7.952
7.904,8.016,8.216,8.028,9.104,7.912,7.748,7.812,8.172,7.972
7.88,8.056,8.212,8.072,8.6,7.98,7.768,7.88,8.284,7.976
7.868,8.056,8.172,8.06,9.224,8.04,7.744,8.04,8.164,7.952
7.892,8.012,8.188,8.008,9.648,8,7.78,7.96,7.976,8
7.96,8,8.244,8.048,9.364,7.92,7.768,7.82,8.084,8.028
7.892,8.02,8.24,8.064,8.76,7.944,7.764,7.888,8.132,8.04
7.868,8.08,8.224,8.032,9.18,8.024,7.768,8.032,8.112,8.076
7.932,8.008,8.236,8.02,9.672,8.012,7.792,7.988,7.932,8.104
7.972,7.988,8.304,8.028,9.444,7.916,7.764,7.84,7.832,8.124
7.932,8.02,8.34,8.044,8.708,7.912,7.748,7.856,7.92,8.152
7.892,8.068,8.324,8.036,8.884,8.008,7.776,8.016,7.856,8.164
7.972,8.012,8.3,8.016,9.36,8.024,7.784,8.016,7.824,8.144
8.048,7.976,8.404,8.024,9.168,7.916,7.76,7.888,8.008,8.116
7.996,8.012,8.444,8.048,8.44,7.92,7.764,7.82,8.116,8.108
7.928,8.036,8.436,8.036,8.332,8.012,7.788,7.98,7.944,8.036
7.98,8.048,8.436,7.988,8.888,8.032,7.804,8.04,7.828,7.984
8.04,7.992,8.532,7.992,8.88,7.936,7.76,7.944,7.848,7.988
